Facilitator,Competitor,tip,sigma,-0.1,-0.2,-0.3,-0.4,-0.5,-0.6,-0.7,-0.8,-0.9,-1,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0,0,-1,0.1,4.0817353313092e-4,8.841366774543e-4,0.00126684457724755,2.2730660472258e-4,0.00424944422008675,0.00455142110038404,0.00637192463769255,0.00219140092097291,0.00597455358504668,0.00142499432603088,0.00120979516916595,9.145597521557878e-5,0.00230732290924586,4.4388973852204e-4,8.918950931983067e-5,5.3710799869277e-4,0.00233272451744579,0,2.4839705212173e-4,1.0575318787184e-4,0
0,0.01010101,-1,0.1,9.3037225930037e-4,0.00301462667767247,0.00383736839308213,0.00316280144318944,0.00656527714107679,0.00646969528529251,0.0078289569789295,0.00546036789867213,0.01419130577872325,0.00579451883482809,0.00225608321051231,3.238062281479e-4,0.00329130887818761,4.800091971995e-4,3.7614942055353e-4,0.00288640721409499,0.00467972283733861,1.4004229065238e-4,8.3706963426479e-4,2.4928150784639e-4,0
0,0.02020202,-1,0.1,5.596932093006e-4,0.00231423895719704,0.00221341568730986,0.0039122539497328,0.00258118812922398,0.00360372609593445,0.00415539679322411,0.00414406896415729,0.01340811150414308,0.00477860311615127,7.2656914621718e-4,0.00100139047591883,0.00119517022152312,3.9414200688417e-4,1.8007641036714e-4,0.00259750430034706,6.7460232578415e-4,0,2.7894742655791e-4,0,0
0,0.03030303,-1,0.1,0,0.00122414726400326,0.00125439538862389,0.00159716098555063,0.0011767515475571,0.00216768995769376,0.0023114926112484,0.00348676598071841,0.0089616005535976,0.00234841198643495,1.2165211818511e-4,8.3489765764317e-4,7.2288327315883e-4,1.3551184324962e-4,0,7.0898541298679e-4,0,1.5345626637575132e-5,1.3204726497326e-4,0,0
0,0.04040404,-1,0.1,0,6.760835134129e-4,5.9232518761435e-4,5.6822385827101e-4,0,9.2722753615841e-4,3.4373618471945e-4,0.0014413924232025,0.00363556143765003,0.0011554522875008,5.6037844608955e-4,4.3971708054065e-4,1.4524945473855e-4,5.808556284488037e-6,0,0,0,3.2651740216512e-4,2.400766493607e-4,0,0
0,0.05050505,-1,0.1,0,6.0531631243494e-4,1.7346395748353e-4,2.0476173516929e-4,0,0,0,9.0560503884254e-4,0.00148464856275037,4.2341761207013e-4,1.7436422296611e-4,1.7436009317526e-4,0,0,0,0,0,1.7929655242633e-4,5.267386169346793e-5,0,0
0,0.06060606,-1,0.1,0,0,0,0,0,0,0,5.2197187873827e-4,6.9877833260857e-4,1.9391556647204e-4,0,0,6.055190158304396e-7,0,0,0,1.9323343161715e-4,7.027992922654904e-5,0,0,2.4449821903552e-4
0,0.07070707,-1,0.1,0,0,0,0,0,0,0,0,0,0,0,1.1205670567075e-4,3.7768655348807e-4,0,0,4.589417719027553e-5,1.8034504109833e-4,9.104286562208624e-5,0,0,5.065395143006499e-5
0,0.08080808,-1,0.1,0,0,0,0,0,0,0,0,0,0,0,5.3596599491088e-4,6.6951184496675e-4,0,9.814787716045567e-5,3.595056662852e-4,0,0,0,0,1.7967466389361592e-5
0,0.09090909,-1,0.1,0,5.849093877529398e-5,0,0,0,0,0,0,0,0,2.5919373385059335e-5,6.0022705055816e-4,3.6190797181358e-4,0,5.814647777071507e-5,2.7531430904131e-4,0,0,0,9.372010997310831e-5,9.30011846524551e-6
